IngredientID,DisplayName,Description,Class,bIsWater,AllowedBiomes,RarityWeight,Element,Tags,ResourceMesh,Icon,BaseState_Magnitude,BaseState_Direction_Body,BaseState_Direction_Mind,BaseState_Direction_Spirit,BaseState_Direction_Nature,BaseState_Meta_Distortion,BaseState_Meta_Stability,BaseState_Meta_Purity,BaseState_Meta_Potency,BaseState_Meta_Resonance,BaseState_Meta_Corruption
tai_09,"Чага (Трутовик, Берёзовый гриб)","# Чага (Трутовик, Берёзовый гриб) *[Изображение: chaga.jpeg]* ## Описание На стволах старых берёз чёрным наростом сидит Чага — гриб-трутовик, с виду неказистый, а внутри коричневый, плотный. В народе зовут «берёзовый гриб», «дар Велеса». Веками его собира",Fungus,False,Тайга,1,[['Земля']],тайга;гриб;чага;трутовик;берёза;долголетие,,,0.5,0.4,0.3,0.5,0.8,0.2,0.8,0.7,0.45,0.55,0.15
tai_06,"Черница (Черника, Воронница)","# Черница (Черника, Воронница)  *[Изображение: chernika.jpeg]*  ## Описание  В сосновых борах и еловых чащах, на моховых кочках, стелется Черница — кустик низкий, лист зелёный, кожистый, ягода чёрная с сизым налётом, а внутри — сине-фиолетовая, красит рук",Plant,False,Тайга,1,[['Вода']],тайга;ягода;черника;черница;воронница;синяя ягода;чернишник;медвежья ягода (ошибочно),,,0.5,0.15,0.4,0.7,0.85,0.25,0.55,0.7,0.5,0.65,0.15
tun_06,"Водяника (Шикша, Вороница)",_← [К списку ингредиентов Тундры](https://04_compendium/Ingredients/%D0%A2%D1%83%D0%BD%D0%B4%D1%80%D0%B0)_,Plant,False,Тундра,1,[['Вода']],тундра;ягода;водяника;шикша;вороница;медвежья ягода;чёрная трава;воронья ягода,,,0.4,0.2,0.25,0.55,0.75,0.25,0.7,0.65,0.4,0.5,0.15
tun_02,Ерник (Карликовая берёза),"# Ерник (Карликовая берёза)  *[Изображение: karlikovaya_bereza.jpeg]*  ## Описание  В тундре, где земля промёрзшая да ветер ледяной, стелется Ерник — берёза не берёза: ствол кривой, по земле ползёт, лист мелкий, круглый, как монетка, серёжки торчат кверху",Plant,False,Тундра,1,[['Земля']],тундра;кустарник;ерник;карликовая берёза;сланка;стланик;северная берёза;берёза-стланка,,,0.45,0.2,0.35,0.65,0.8,0.3,0.7,0.6,0.45,0.55,0.2
tun_05,"Княженика (Поленика, Мамура)",_← [К списку ингредиентов Тундры](https://04_compendium/Ingredients/%D0%A2%D1%83%D0%BD%D0%B4%D1%80%D0%B0)_,Plant,False,Тундра,1,[['Вода']],тундра;ягода;княженика;поленика;мамура;северная малина;жемчужная ягода;обережная ягода,,,0.45,0.15,0.35,0.6,0.8,0.2,0.55,0.75,0.45,0.6,0.15
tun_03,"Морошка (Смоква, Царская ягода)","# Морошка (Смоква, Царская ягода)  *[Изображение: moroshka.jpeg]*  ## Описание  В тундре, на кочках среди мхов и лишайников, зреет Морошка — ягода янтарная, на солнце сквозная, словно капля жидкого огня. Сначала она красная, как кровь, а поспеет — жёлтая,",Plant,False,Тундра,1,[['Вода']],тундра;ягода;морошка;смоква;царская ягода;болотный янтарь;северная мандарина;моховая смородина,,,0.5,0.25,0.4,0.7,0.85,0.25,0.55,0.7,0.55,0.65,0.15
tun_04,Студёный мак (Полярный мак),"# Студёный мак (Полярный мак)  *[Изображение: polyarny_mak.jpeg]*  ## Описание  В каменистой тундре, где даже летом дует ледяной ветер, на короткий срок расцветает Студёный мак — жёлтый, как полярное солнце, лепестки нежные, словно из воска, чашечка опуще",Plant,False,Тундра,1,[['Вода']],тундра;мак;полярный мак;студёный мак;холодный мак;северный сон;ледяной цвет,,,0.4,0.05,0.3,0.85,0.8,0.7,0.3,0.55,0.75,0.8,0.4
tun_01,"Ягель (Олений мох, Северная борода)","# Ягель (Олений мох, Северная борода)  *[Изображение: yagel.jpeg]*  ## Описание  Серебристо-серым ковром стелется Ягель по каменистой тундре, хрустит под ногой, как первый снег. В народе зовут «олений мох», «северная борода». Бают, что это борода самого Х",Plant,False,Тундра,1,[['Земля']],тундра;мох;ягель;олений мох;северная борода;снежный мох;дух-корм;белый лишай,,,0.45,0.3,0.25,0.6,0.7,0.3,0.55,0.65,0.5,0.6,0.2
broad_09,"Белый гриб (Боровик, Царь грибов)","# Белый гриб (Боровик, Царь грибов) *[Изображение: belyj_grib.jpeg]* ## Описание Крепкий, с толстой ножкой и коричневой шляпкой — Белый гриб, всем грибам полковник. В народе зовут «боровик», «царь грибов». Растёт в дубравах и борах, на чистых местах. Гово",Fungus,False,Широколиственный лес,1,[['Земля']],широколиственный лес;гриб;белый гриб;боровик;сила;чистота,,,0.6,0.5,0.4,0.3,0.7,0.15,0.65,0.8,0.55,0.5,0.1
broad_01,"Дуб (Перуново дерево, Царь-дуб)","# Дуб (Перуново дерево, Царь-дуб)  *[Изображение: dub.jpeg]*  ## Описание  Стоит в лесу широколиственном Дуб — старый, могучий, корявый, крона шатром, корни глубоко в землю уходят, к подземным ключам. Кора тёмная, в трещинах, лист резной, жёсткий. В народ",Plant,False,Широколиственный лес,1,[['Земля']],широколиственный лес;дуб;перуново дерево;царь-дуб;громовое дерево;вековечный;желудь;обережное дерево,,,0.6,0.3,0.5,0.75,0.7,0.2,0.8,0.7,0.6,0.7,0.1
broad_02,"Клён (Явор, Кленина)","# Клён (Явор, Кленина)  *[Изображение: klen.jpeg]*  ## Описание  На опушке, где солнце золотит листву, стоит Клён — ствол прямой, гладкий, кора светлая, а лист резной, пятиязычный, осенью алым горит. В народе зовут «Явор» да «кленина». Бают, что в клёне д",Plant,False,Широколиственный лес,1,[['Воздух']],широколиственный лес;клён;явор;кленина;осокорь (ошибочно);птичье дерево;гусли-дерево;осенний клён,,,0.5,0.2,0.45,0.7,0.75,0.3,0.55,0.65,0.55,0.65,0.2
broad_03,"Копытень (Копыто, Копычник, Рвотный корень)","# Копытень (Копыто, Копытник, Рвотный корень)  *[Изображение: kopiten.jpeg]*  ## Описание  В тенистом лесу, под пологом широколиственных крон, стелется Копытень — лист тёмно-зелёный, кожистый, на длинном черешке, формой на лошадиное копыто похож. Цветок у",Plant,False,Широколиственный лес,1,[['Земля']],широколиственный лес;копытень;копыто;копытник;рвотный корень;лесной перец;дикий имбирь;подлесник;тайное зелье,,,0.45,0.15,0.4,0.75,0.8,0.5,0.55,0.6,0.65,0.7,0.3
broad_04,Жгучка (Крапива двудомная),"# Жгучка (Крапива двудомная)  *[Изображение: krapiva.jpeg]*  ## Описание  У заборов, в оврагах, на лесных опушках растёт Жгучка — стебель прямой, лист зубчатый, весь в жгучих волосках. Тронешь — руку обожжёт, как огнём. В народе зовут «стрекава», «жалюга»",Plant,False,Широколиственный лес,1,[['Огонь']],широколиственный лес;крапива;жгучка;стрекава;жалюга;огненная трава;ведьмина пряжа;покровница,,,0.5,0.3,0.45,0.65,0.8,0.3,0.55,0.65,0.6,0.6,0.2
broad_05,"Липа (Люба, Медовница, Лыкодёр)","# Липа (Люба, Медовница, Лыкодёр)  *[Изображение: lipa.jpeg]*  ## Описание  У дорог, на опушках да в пойменных лесах стоит Липа — ствол чёрный, растрескавшийся, лист сердцевидный, а цветёт медовым духом, на всю округу. В народе зовут «Люба» да «Медовница»",Plant,False,Широколиственный лес,1,[['Земля']],широколиственный лес;липа;люба;медовница;лыкодёр;шептун-дерево;материнская липа;липов цвет;лапоть-трава,,,0.5,0.2,0.45,0.7,0.8,0.25,0.6,0.7,0.55,0.65,0.15
broad_06,"Пролеска (Перелеска, Синий подснежник)","# Пролеска (Перелеска, Синий подснежник)  *[Изображение: proleska.jpeg]*  ## Описание  Ещё снег не везде сошёл, а в лесу, на старых вырубках да под пологом ещё голых дубов, расцветает Пролеска — синие звёздочки на тонких стебельках, будто небо обронило ос",Plant,False,Широколиственный лес,1,[['Вода']],широколиственный лес;пролеска;перелеска;синий подснежник;сцилла;лесной колоколец;мертвый цвет;вестница весны,,,0.45,0.1,0.35,0.75,0.85,0.55,0.35,0.65,0.6,0.75,0.3
broad_07,"Хохлатка (Хохлушка, Кукушкины сапожки)","# Хохлатка (Хохлушка, Кукушкины сапожки)  *[Изображение: hohlatka.jpeg]*  ## Описание  В самом начале весны, когда ещё дубы стоят голые, а на проталинах кукушка начинает куковать, из земли вылезает Хохлатка — невысокий стебелёк с нежными перистыми листьям",Plant,False,Широколиственный лес,1,[['Земля']],широколиственный лес;хохлатка;хохлушка;кукушкины сапожки;петушки;земляные орешки;подлесница;весенний цвет,,,0.45,0.1,0.3,0.8,0.85,0.6,0.35,0.55,0.65,0.75,0.4
broad_08,"Чистуха (Чистотел, Ласточкина трава, Бородавник)","# Чистуха (Чистотел, Ласточкина трава, Бородавник)  *[Изображение: chistotel.jpeg]*  ## Описание  У заборов, в оврагах, под стенами старых церквей растёт Чистуха — стебель ветвистый, лист резной, снизу сизый, а сок — жёлтый, как желчь, едкий, как огонь. В",Plant,False,Широколиственный лес,1,[['Огонь']],широколиственный лес;чистотел;чистуха;ласточкина трава;бородавник;желтомолочник;ведьмино зелье;глистник,,,0.45,0.1,0.4,0.8,0.7,0.65,0.35,0.45,0.7,0.75,0.55
